Progress,ResponseId,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7_1,Q8_1,Q9_1,Q10,Q11,Q12,Q14,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28,Q29,Q30,Q33,Q31,Q32_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q37_1,Q37_2,Q37_3,Q37_4,Q38_1,Q38_2,Q38_3,Q38_4,Q39_1,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q48,Q49_1,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57,Q58_1,Q59,Q60_1,Q61,Q62_1,Q63,Q64_1,Q65,Q66_1,Q67,Q68_1,Q69,Q70_1,Q71,Q72_1,Q73_1,Q74_1,Q74_2,Q74_3,Q75,Q76_1,Q77_1,Q78,Q79,Q80,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q80_8,Q80_9,Q81_1,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q84_1,Q85_1,Q86_1,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q88,Q89,Q90,Q91,Q92,Q93_1,Q93_2,Q93_3,Q93_4,Q93_5,Q93_6,Q93_7,Q93_8,Q93_9,Q94_1,Q94_2,Q94_3,Q94_4,Q94_5,Q94_6,Q94_7,Q95,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98,Q99,Q100,Q101_1,Q102_1,Q103_1,Q104_1,Q105_1,Q105_2,Q105_3,Q105_4,Q106,Q107_1,Q108_1,Q108_2,Q108_3,Q108_4,Q109_1,Q109_2,Q109_3,Q109_4,Q109_5,Q109_6,Q109_7,Q109_8,Q109_9,Q109_10,Q109_11,Q109_12,Q109_13,Q109_14,Q110_1,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q112,Q113,Q113_1,Q113_2,Q113_3,Q113_4,Q114_1,Q115,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q116_1,Q117_1,Q117_2,Q117_3,Q117_4,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125_1,Q126,Q127_1,Q128,Q129,Q130_1,Q131_1,Q132_1,Q132_2,Q133_1,Q133_2,Q133_3,Q133_4,Q133_5,Q133_6,Q133_7,Q134_1,Q134_2,Q134_3,Q134_4,Q134_5,Q135_1,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q137,Q138_1,Q138_2,Q138_3,Q138_4,Q138_5,Q138_6,Q138_7,Q139,Q139_1,Q139_2,Q139_3,Q140,Q141_1,Q142,Q143,Q144,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q146_1,Q147_1
100,R_zeE0q4VAgzkt8m5,1674,2,37,2,Chinese,1,4,0,1,2,,7,7,,3,3,3,2,4,1,30,12,18,3,1,2,,1,3,2,1,1,1,4,1,2,2,1,2,2,2,,6,6,8,10,10,12,12,13,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,4,60,1,Ballet,Swimming,,,,,,,,,,1,3,5,5,5,5,5,3,4,2,3,2,3,3,3,3,4,3,2,1,3,3,4,2,75,1,Mandarin,50,French,10,,,25,,0,50,0,1,,1,24,1,,1,,1,36,1,,1,36,1,42,200,80,20,20,2,200,10,2,2,"1,3,6",1,0,1,0,0,1,0,0,0,100,0,100,0,0,,,,,1,2,3,4,5,7,6,8,3,2,3,2,3,4,2,4,2,4,4,2,1,2,3,2,4,2,3,1,2,4,2,3,2,4,4,3,4,3,2,2,1,2,2,4,4,1,5,5,20,8,4,3,4,2,1,4,3,2,4,2,1,3,4,2,1,2,4,4,3,2,4,2,2,3,30,4,4,4,1,2,1,"1,2,3",1,1,1,0,36,"1,3",1,0,1,0,0,200,50,,100,50,1,2,8,3,2,2,2,60,2,10,1,2,200,6,4,4,2,2,3,4,,4,4,4,4,4,4,3,80,,,,,,,2,3,4,3,3,3,4,2,"1,2,3",1,1,1,1,60,2,2,4,2,2,4,4,4,2,2,10,0
100,R_2f0OSWnca8OuvqX,778,2,39,2,Black and spanish,1,2,0,0,2,,5,4,5,2,4,4,2,3,1,8,4,22,,5,2,,1,5,4,3,5,3,5,3,4,5,2,3,2,2,,4,6,7,8,10,10,11,12,,,,,,,,,5,5,5,5,5,5,5,5,4,3,1,1,3,1,5,4,4,5,4,4,4,5,360,1,Swimming,,,,,,,,,,,1,5,4,1,5,1,,3,4,5,3,4,4,3,4,2,5,1,4,2,4,2,4,2,80,1,Spanish,,,,,,20,,1,5,1,2,,1,12,1,6,1,13,1,14,1,13,1,17,1,21,500,95,500,510,2,600,15,2,5,"2,7,9",0,1,0,0,0,0,1,0,1,2,95,5,0,0,,,,,1,2,7,3,4,6,5,8,1,2,2,2,4,2,3,3,1,4,4,4,2,4,4,3,2,3,1,2,4,3,4,4,3,4,4,2,4,4,5,2,3,2,2,5,5,5,0,0,,7,4,2,4,2,1,10,5,5,4,2,2,2,2,2,1,2,5,5,4,2,5,2,5,4,240,1,1,5,3,5,1,2,0,1,0,0,13,5,0,0,0,0,1,360,60,0,360,15,2,1,8,1,3,3,3,60,4,12,1,3,500,13,5,5,5,1,4,4,4,4,5,4,4,2,2,4,80,Jamaica ,15,Africa ,5,,,2,4,5,3,4,4,3,3,,,,,2,1,2,2,4,4,5,2,2,2,2,4,8,0
100,R_3FQXBAQZtSnvwp8,313,2,33,2,Tibetan,1,2,0,0,2,,3,3,4,2,2,5,2,5,2,,,,,,2,,1,4,2,4,4,5,1,5,3,4,2,1,4,2,,6,9,9,10,9,0,0,0,,,,,,,,,3,1,3,1,3,1,4,4,1,3,1,1,1,1,5,5,5,5,2,5,5,,30,2,,,,,,2,,,,,,1,1,,,,,,2,2,2,2,,4,,5,,,,2,5,4,,,2,70,1,Tibetan,50,Indian ,20,,,50,,1,50,3,1,7,1,6,2,,2,,2,,2,,2,,2,,0,,,,3,60,20,4,1,"1,5,9",1,0,0,0,1,0,0,0,1,20,100,0,0,0,,,,,1,2,5,4,3,7,6,8,3,5,2,,4,4,4,5,4,2,5,2,1,,2,5,5,2,5,1,,1,1,2,1,2,3,1,5,1,,2,,,,,5,,0,0,,24,2,4,5,4,1,5,2,2,4,4,,,4,4,,,2,2,4,,,,,,35,,,,,,2,4,0,0,0,1,10,4,0,0,0,1,0,120,,,120,,2,3,18,2,1,2,2,180,4,1,1,,15,0,5,5,1,1,1,1,1,4,5,5,3,3,5,4,80,Tibetan ,30,Indiqn,10,,,2,1,5,4,1,1,4,4,3,0,0,1,2,0,,2,2,2,3,2,5,5,1,1,0,
100,R_3jVE515yWp15zMm,599,2,34,2,Mixed Race,1,4,0,0,2,,6,4,,1,,,2,4,2,,,,,,2,,1,3,3,3,3,3,3,4,4,5,1,2,3,2,,3,3,7,10,10,14,14,16,,,,,,,,,5,5,5,5,5,5,5,5,1,1,1,,,,5,5,5,5,5,5,5,5,180,2,,,,,,1,Swimming,Dance,Soccer,Gymnastics,Skiing/Snowboarding,1,1,2,,5,5,,1,4,1,2,1,1,1,2,,1,2,2,4,4,4,1,2,95,1,Spanish,5,,,,,5,,0,5,0,1,3,1,12,1,12,1,15,1,19,1,18,2,,2,,150,100,150,150,4,120,30,3,3,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,7,0,0,0,0,,,,,7,4,6,2,3,5,1,8,3,4,1,2,4,5,5,,5,5,5,3,1,,5,5,5,5,5,2,,5,2,5,1,5,5,2,5,2,,,,,,,5,,3,0,,4,5,5,5,5,1,2,5,5,2,2,1,,5,,,2,5,4,,,,3,,2,30,,,4,,,1,"1,2",1,1,0,0,12,,,,,,,60,60,,,,2,2,10,1,2,2,3,180,2,7,1,2,0,12,4,4,5,1,1,1,5,,4,4,4,,,,80,Australia,20,Europe,10,,,2,,3,,,,3,3,"1,2,3",1,1,1,1,0,,3,2,2,2,4,5,5,1,1,12.5,0
100,R_30elccdxr7BRGNk,825,2,37,2,White ,1,2,0,1,2,,6,6,,1,2,4,2,5,2,,,,,,2,,1,1,1,1,5,1,4,1,1,4,2,2,2,2,,3,5,5,7,8,11,12,13,,,,,,,,,5,5,5,5,5,5,5,5,5,2,5,2,4,1,5,5,5,5,2,5,5,5,60,2,,,,,,1,Dance or gymnastics,Martial arts,Swimming,,,1,3,4,5,5,5,1,4,4,3,4,3,2,2,5,4,4,3,3,2,4,4,4,2,60,1,Italian,40,,,,,40,,0,50,0,2,,1,11,1,11,1,11,2,,1,18,2,,1,24,100,90,100,130,1,600,10,2,5,"1,3,4,8",1,0,1,1,0,0,0,1,0,10,80,20,0,0,2,,,,,2,,,,,1,,3,,2,3,4,5,5,3,5,4,4,4,2,,2,2,2,5,5,2,,5,4,5,2,5,5,2,5,3,5,,,5,,4,5,5,0,0,2,24,5,5,5,5,1,24,5,5,5,5,,,,2,1,4,5,5,,,5,2,5,5,30,,,,,5,3,"2,4",0,1,0,1,13,,,,,,,90,40,,20,30,2,1,13,1,1,2,2,180,2,6,1,2,360,5,5,2,5,1,3,4,1,4,4,4,3,3,3,3,80,Italy,20,,,,,1,2,3,,,1,3,3,"1,2,3",1,1,1,2,,,2,4,3,3,3,5,3,2,2,11,0
100,R_28HaFxRzbUX6JAb,455,1,32,2,Sri Lankan,1,2,0,0,2,,6,5,,3,5,2,2,4,1,40,2,13,5,5,2,,1,1,1,1,3,2,1,1,1,1,1,2,2,2,,3,4,7,10,10,11,11,11,,,,,,,,,5,5,5,5,5,5,5,5,1,,,,,,5,5,5,5,1,2,1,2,,2,,,,,,2,,,,,,2,1,,,,,,2,3,2,2,3,3,2,3,2,3,1,4,3,3,2,3,1,100,0,,,,,,,0,,,,,1,,1,,2,,2,,2,,2,,2,,2,,50,,,,2,60,20,5,3,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1,7,100,0,0,0,,,,,,,,,,,,,,4,1,2,4,4,4,2,4,3,2,1,1,,4,3,2,4,2,1,,1,3,4,2,5,4,1,4,1,4,2,5,1,,,5,5,6,40,,4,5,4,4,2,1,4,3,4,4,1,1,2,4,5,1,1,5,4,4,3,,,2,4,1,1,2,4,4,,1,"2,3",0,1,1,0,,5,0,0,0,0,1,0,0,0,0,0,2,1,,1,2,2,2,120,5,9,1,2,0,0,2,1,5,1,3,4,5,,3,5,4,3,3,3,80,South Asian,20,,,,,2,,5,3,,,4,2,"1,2,3",1,1,1,2,0,,2,3,1,2,5,5,4,1,1,12,0
100,R_Zw34iGWtVz4x8A1,640,2,36,2,Chinese,1,2,0,0,2,,4,5,5,3,3,3,1,3,2,,,,,,2,,1,4,1,5,2,2,5,1,1,1,2,2,2,2,,6,,10,12,12,14,13,15,,,,,,,,,4,5,5,5,5,5,5,5,4,1,1,1,3,1,5,5,5,5,5,5,5,5,100,2,,,,,,1,Swimming,"Martial arts, haven't decided which",Dance,,,4,2,3,1,3,3,1,2,3,1,1,1,1,2,3,5,2,2,5,2,4,1,3,2,75,1,Cantonese Chinese,20,Japanese,2,French,3,25,,0,50,0,1,,1,10,1,11,1,15,1,20,2,,2,,2,,40,75,40,50,1,100,15,2,3,"1,3,4,5,6,7",1,0,1,1,1,1,1,0,0,7,90,5,5,0,,,,,5,3,7,6,2,4,1,8,3,4,2,2,3,3,2,5,2,2,5,1,1,,3,3,2,4,3,1,1,1,2,3,2,4,3,1,5,2,1,5,1,5,,1,5,,0,0,,4,5,5,5,5,1,4,5,5,3,2,2,2,3,1,,5,5,4,3,3,5,4,5,5,0,1,4,,2,,1,3,0,0,1,0,15,5,0,0,0,0,1,20,10,0,0,10,2,1,18,1,1,2,2,100,4,8,1,1,480,15,5,5,5,1,,5,,3,5,3,3,3,3,3,80,Japanese,5,Latinx,5,Korean,5,1,3,3,,,,4,4,3,0,0,1,1,0,,3,5,2,1,5,5,4,1,1,12,1
100,R_24BkSZ3pYG9tFsF,577,2,33,2,European ,1,2,0,0,2,,5,3,7,3,5,2,2,3,1,33,6,13,5,4,2,,1,4,4,5,4,2,5,3,1,3,1,2,2,2,,4,6,6,10,10,11,11,13,,,,,,,,,5,5,5,5,5,5,5,3,3,3,2,1,3,1,4,4,4,5,3,3,4,4,,2,,,,,,1,Swimming ,Skating ,Piano ,Soccer ,Dance ,4,2,1,1,3,2,1,2,4,4,2,1,1,,2,2,3,1,3,2,4,2,3,2,85,1,Greek,15,,,,,15,,0,15,0,1,,1,12,1,13,1,15,1,18,2,,2,,2,,300,100,25,27,1,300,45,2,2,"1,2,3,5,6,7,8",1,1,1,0,1,1,1,1,0,10,100,0,0,0,,,,,2,1,6,1,3,1,2,,,4,2,2,4,5,4,5,5,4,3,2,2,,4,4,2,5,3,2,,4,2,2,2,4,2,2,4,2,3,2,2,2,,3,5,,9,33,,7,5,4,4,2,1,6,3,3,3,2,,,4,4,,4,4,4,5,2,2,,2,4,20,1,4,4,1,,1,4,0,0,0,1,12,"1,4",1,0,0,1,0,40,0,0,25,15,2,1,17,1,2,2,2,6,3,9,2,,30,6,4,4,2,1,3,5,3,4,4,5,5,4,3,3,80,Greece ,20,,,,,2,2,4,2,,,3,3,"1,2,3",1,1,1,1,0,,2,4,3,3,2,5,5,2,2,11,3
100,R_10xvob3hCTyqo2N,1019,2,43,2,White ,1,4,1,0,2,,3,3,7,2,3,4,2,2,1,40,15,14,10,5,2,,1,3,3,4,5,1,1,2,1,5,2,2,4,2,,,,,,,,,14,,,,,,,,10,5,5,5,5,5,5,5,5,4,3,5,5,4,1,5,5,5,5,3,4,1,2,,1,dance,,,,,,,,,,,1,5,5,1,5,4,1,4,3,2,2,1,1,2,2,2,3,1,4,4,4,5,3,1,100,0,,,,,,,0,,,,,1,,1,,1,,1,,1,27,1,,1,,1,,,100,,,,30,5,2,2,"5,8",0,0,0,0,1,0,0,1,0,5,100,0,0,0,1,1,0.5,0.25,,,,,,,,,,2,4,3,4,4,2,2,2,2,2,1,2,,3,2,1,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,,4,5,5,10,40,20,3,5,3,5,2,1,4,5,2,5,2,,,3,5,1,1,5,5,5,4,3,4,5,5,,1,2,4,2,2,3,"2,4",0,1,0,1,,"1,5",1,0,0,0,1,5,5,0,30,0,2,2,,2,,,,20,2,10,1,1,20,,2,1,3,2,,,3,3,3,3,3,2,2,4,80,Caribbean,20,,,,,1,3,3,3,3,3,3,3,"2,3",0,1,1,1,,,2,4,2,2,2,2,4,1,1,9,0
100,R_3O6Vu2vfRzMvY88,1180,1,35,2,White,0,2,0,1,2,,5,5,,3,4,2,2,4,1,5,,18,5,4,2,,1,1,2,3,2,1,4,1,1,1,2,2,2,2,,4,5,6,5,6,8,10,12,,,,,,,,,5,,,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,,1,Swimming,Music,Crafts,,,,,,,,,1,2,5,4,5,4,1,3,4,2,2,2,2,2,3,2,2,2,2,2,3,4,3,1,100,0,,,,,,,0,,,,,1,,1,,1,10,1,8,1,24,1,18,1,,1,24,,100,10000,10000,2,400,60,2,4,"5,7",0,0,0,0,1,0,1,0,0,14,100,0,0,0,2,,,,,,,,,,,,,4,2,2,4,5,2,4,2,4,4,2,2,2,4,3,3,4,3,2,2,4,2,4,2,4,3,2,4,2,5,1,2,1,1,3,5,4,10,30,60,10,5,4,5,3,1,6,5,4,5,3,2,4,4,4,1,2,5,4,4,4,3,2,4,4,10,5,2,4,2,3,1,2,0,1,0,0,10,4,0,0,0,1,0,90,,30,45,15,2,1,8,1,2,2,2,500,2,8,1,2,300,18,4,4,4,1,4,3,3,2,5,4,4,2,4,3,85,Africa,15,,,,,1,4,4,3,3,2,4,2,"1,2,3",1,1,1,1,5,2,2,4,2,2,4,4,4,2,2,11,0
100,R_2v7Uk3BTnW3ScW7,331,1,,2,Pakistani ,1,3,3,0,2,,3,4,,3,4,3,2,4,2,,,,,,2,,1,2,2,2,2,2,3,1,4,4,1,2,2,2,,4,4,9,9,10,10,11,12,4,4,8,8,9,9,10,11,5,5,4,2,2,1,5,4,2,1,,,,,5,5,5,5,3,2,2,4,240,2,,,,,,1,Swimming,Soccer,,,,3,3,,,,,,3,3,3,2,2,,,3,,2,4,2,1,2,,,2,60,1,Urdu,35,Punjabi,5,,,90,5,1,,1,1,8,2,,2,,2,,2,,2,,2,,2,,,,,,1,120,30,3,3,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1,2,100,0,0,0,1,,,,5,2,3,1,6,4,7,8,2,,2,,3,4,4,,3,,,2,3,2,2,3,,3,,1,,,2,3,1,5,4,2,5,1,,,4,,,,,,,,,,5,2,4,4,1,,3,2,3,1,2,,,2,1,4,4,2,1,,2,,,2,120,2,2,,4,,2,4,0,0,0,1,,,,,,,,60,30,,30,,2,1,22,2,1,1,3,240,4,4,1,2,3,8,1,2,1,1,3,4,4,4,3,3,3,3,3,3,90,Korea,2,Pakistan,8,,,1,2,,,,2,2,4,"2,3",0,1,1,1,0,,2,3,3,3,3,2,4,3,4,9,2
100,R_1Fx1EmIDMq3YUk0,333,1,40,2,Filipino,1,2,1,0,2,,3,3,5,3,5,1,2,5,2,,,,,,2,,1,3,2,3,3,2,2,3,1,1,1,2,1,2,,4,7,7,8,8,9,9,10,4,6,7,8,9,9,10,11,4,5,5,5,5,5,5,5,,,,,,,5,5,5,5,4,4,4,4,600,2,,,,,,1,Swimming,Soccer,Ice Skating,Basketball,Arts,1,3,,,,,,2,3,2,2,2,,3,2,,2,,2,3,2,,2,1,100,0,,,,,,,0,,,,,1,9,,,1,9,1,9,2,,2,,2,,2,,,100,1,0,,0,0,2,2,"1,3",1,0,1,0,0,0,0,0,0,5,100,0,0,0,1,1,1,2,4,6,2,5,1,7,3,8,,4,2,,4,4,2,2,4,2,,3,2,2,4,2,,5,,2,2,2,2,4,2,4,4,2,4,1,2,2,,,,,5,,0,0,14,24,5,4,5,2,1,18,5,5,5,5,,,2,,,,5,4,,,2,,,,10,2,,,,,1,"1,4",1,0,0,1,10,3,0,0,1,0,0,180,,,180,,2,2,10,2,3,3,3,420,2,3,1,3,30,9,2,2,5,1,4,2,5,4,4,4,2,4,3,3,90,Philippines,10,,,,,2,4,5,,,2,2,2,"2,3",0,1,1,1,0,,2,4,2,2,2,4,4,3,4,5,2
100,R_3j88ZCIf24sUNO0,1795,1,34,2,Black,1,2,2,0,2,,3,1,3,3,4,4,2,3,2,,,,,,2,,1,3,3,3,4,2,4,3,1,2,2,2,4,2,,3,4,6,7,8,10,12,14,3,5,5,7,8,10,12,14,5,5,5,4,4,4,4,4,5,5,3,3,5,5,5,5,5,5,4,5,2,2,25,2,,,,,,2,,,,,,1,3,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,2,1,100,0,,,,,,,0,,,,,,,1,,1,9,1,15,1,36,1,,1,36,1,36,1000,100,1000,1000,3,1,15,2,2,"1,3,5,8",1,0,1,0,1,0,0,1,0,3,100,0,0,0,2,,,,1,2,2,8,1,1,1,,,2,2,2,3,5,2,5,2,2,4,2,5,,4,2,2,2,2,2,,2,2,4,2,4,2,1,4,2,4,1,2,1,,4,5,,20,5,3,16,5,2,5,2,1,8,5,2,2,2,1,4,2,2,1,1,5,5,5,2,2,4,4,4,15,4,2,4,2,4,1,1,1,0,0,0,18,4,0,0,0,1,0,5,5,5,5,3,2,1,10,2,2,,,30,1,8,1,2,4,36,5,5,4,2,3,4,,3,5,4,3,3,3,3,90,10,,,,,,2,5,5,4,4,5,2,2,3,0,0,1,2,2,2,,3,,1,4,5,4,,1,10,1
100,R_2yqhG8z7pKm27dF,855,2,36,2,West Indian,1,2,0,0,2,,6,5,,3,4,4,2,4,2,,,,,,2,,1,2,1,1,3,2,3,3,2,3,2,2,4,1,14,3,4,7,8,6,9,10,10,,,,,,,,,5,5,5,5,5,5,5,5,5,3,5,3,4,2,5,5,5,5,2,2,2,2,,2,,,,,,2,,,,,,1,1,5,1,5,5,1,2,3,4,2,2,2,2,3,2,2,2,,3,3,4,2,1,100,0,,,,,,,0,,,,,1,6,1,18,1,12,1,12,1,15,1,18,1,17,1,23,250,100,250,250,2,500,100,1,4,,,,,,,,,,,100,100,0,0,0,,,,,,,,,,,,,,2,1,1,4,2,1,4,2,2,2,1,1,,3,3,2,4,1,2,,3,3,3,3,4,4,3,4,2,4,2,2,2,,3,4,4,0,0,,8,5,4,4,2,1,8,5,4,3,2,2,2,3,2,2,3,5,4,3,,,4,5,5,20,,,,,,1,"1,2",1,1,0,0,15,,,,,,,120,50,,50,20,2,1,18,1,2,2,2,600,2,8,1,1,120,20,2,3,3,1,5,5,3,4,4,4,4,2,3,3,90,Indian,5,West Indies,5,,,2,3,2,3,2,2,4,3,"1,2,3",1,1,1,2,,,3,5,2,1,4,5,5,1,1,12,1
100,R_1CBWStJQk9b3OOK,1109,1,35,2,South Asian ,1,2,1,0,2,,6,5,,3,1,5,2,3,1,27,9,16,5,5,2,,1,2,1,2,1,2,2,1,1,3,2,3,2,2,,,8,8,9,9,10,12,14,,8,8,9,9,10,12,15,5,5,5,5,5,5,5,5,4,3,1,2,1,1,3,3,3,5,4,5,2,3,540,2,,,,,,1,Soccer,Swimming,Skating ,,,1,1,5,1,5,3,1,2,3,2,2,2,4,2,2,2,2,2,1,2,3,4,2,1,100,0,,,,,,,0,,,,,2,,1,12,1,10.5,1,12,1,14,1,15,2,,1,24,500,100,400,400,3,480,30,1,5,,,,,,,,,,,21,100,0,0,0,1,1,1,0.75,,,,,,,,,,4,1,1,3,5,3,5,4,4,4,1,1,,3,2,2,4,2,1,,4,3,3,3,4,4,2,5,2,5,2,2,1,,5,5,5,,0,45,5,5,4,5,3,1,8,4,3,2,1,1,4,4,3,1,1,,5,5,4,3,2,4,5,5,4,2,3,1,2,1,"2,3",0,1,1,0,15,4,0,0,0,1,0,60,0,0,30,30,2,1,17,1,2,2,2,120,2,7,1,2,120,18,2,5,5,4,3,4,4,4,5,5,4,2,2,4,90,South asia,10,,,,,2,4,5,4,5,4,4,2,3,0,0,1,2,4,2,2,4,1,2,3,5,5,2,2,11,3
100,R_s89cr7KVxNZPNZf,1138,2,31,2,Half Chinese,1,2,1,0,2,,6,5,,2,2,4,2,4,1,40,25,12,4,5,2,,1,1,1,1,1,2,3,2,1,1,2,2,2,1,5,4,4,10,10,10,11,12,14,4,4,9,10,9,12,12,14,5,5,5,5,5,5,5,5,4,3,4,2,4,1,5,5,5,5,2,3,4,4,60,1,Swimming,,,,,,,,,,,1,3,5,2,5,4,1,2,2,2,1,1,1,2,1,3,3,1,1,2,5,5,2,1,100,0,,,,,,,0,,,,,1,9,1,9,1,12,1,10,1,15,1,14,2,,1,24,1000,100,500,500,3,60,10,1,5,,,,,,,,,,,4,100,0,0,0,1,1,0.25,0.5,,,,,,,,,,5,2,2,3,5,3,5,3,4,5,2,2,,2,2,1,3,1,2,,5,5,3,4,2,2,3,2,2,2,2,3,2,,2,4,4,3,40,80,3,5,2,2,2,1,3,5,2,2,2,1,4,4,5,1,2,5,5,4,4,3,2,4,5,5,2,3,4,2,2,1,2,0,1,0,0,18,4,0,0,0,1,0,30,0,0,20,10,2,1,15,1,2,2,2,60,3,10,1,1,60,30,4,2,3,1,3,4,3,3,3,3,3,3,3,3,90,Europe,10,,,,,1,4,3,4,,3,5,1,3,0,0,1,1,2,2,2,5,3,1,3,4,4,1,1,12,0
100,R_31YsYVBnQBgbYHz,635,1,34,2,Chinese,1,2,1,0,2,,5,6,5,3,2,4,2,5,2,,,,,,2,,1,2,2,3,2,1,3,1,1,3,2,2,2,2,,5,5,6,6,6,7,8,11,5,6,9,10,11,13,13,15,5,5,5,5,5,5,5,5,2,1,,,,,4,4,2,4,1,3,4,4,420,1,Swimming lessons,Music classes,,,,,,,,,,1,3,,,2,,,3,3,2,3,2,2,2,2,3,3,2,2,2,3,2,3,1,100,0,,,,,,,0,,,,,1,,1,16,1,,1,18,1,20,1,20,2,,2,,80,100,30,30,2,150,20,2,4,"7,9",0,0,0,0,0,0,1,0,1,15,100,0,0,0,1,1,2,1,,,,,,,,,,4,3,2,4,4,2,4,2,4,5,2,2,,3,2,1,2,1,1,,2,2,2,2,2,2,1,2,1,4,2,2,2,,1,3,5,5,0,50,12,5,2,2,2,1,4,5,3,2,2,1,3,4,,,4,5,4,2,4,4,2,2,4,5,2,2,1,2,1,1,3,0,0,1,0,17,"3,4",0,0,1,1,0,120,0,0,100,20,2,1,9,1,2,2,2,90,2,4,1,1,120,18,4,5,5,1,,5,,3,5,5,4,2,3,4,90,Europe,5,South America,5,,,2,1,1,1,1,3,4,2,"1,2,3",1,1,1,1,0,,3,4,2,2,2,5,5,4,4,9,2
100,R_12s67J4KHtypDil,1030,1,38,2,White ,1,2,0,1,2,,6,6,,3,4,3,2,4,1,50,7,15,4,5,2,,1,2,2,1,3,1,2,2,1,4,2,2,2,2,,,6,11,9,9,12,13,14,,,,,,,,,5,5,5,5,5,5,5,5,4,1,3,2,2,1,4,4,4,4,3,3,1,1,9,1,Swimming,Gymnastics for toddlers (gym class with climbing and activities),,,,,,,,,,1,1,4,1,3,3,1,2,2,4,2,2,5,4,3,3,2,3,2,3,4,5,3,2,90,1,French (if in daycare 60),10,,,,,10,,0,10,0,1,,1,6,1,5,1,5,1,16,1,15,1,22,1,27,,100,,,2,300,20,2,3,"7,9",0,0,0,0,0,0,1,0,1,19,100,0,0,0,2,,,,3,4,7,6,1,5,2,,3,2,2,2,3,3,2,5,4,5,5,1,2,5,3,2,2,3,2,1,3,5,5,4,2,3,3,3,1,1,2,2,1,2,,2,4,4,4,0,60,7,5,4,2,2,1,24,5,4,2,1,1,4,4,5,1,1,5,5,4,4,2,4,4,5,10,3,2,2,1,3,1,"2,3",0,1,1,0,14,5,0,0,0,0,1,30,,,20,10,2,1,9,1,3,2,1,420,2,4,1,1,60,25,3,1,5,1,4,4,1,3,4,4,5,3,2,3,90,Carribean,10,,,,,1,4,,3,3,2,4,2,"1,2,3",1,1,1,2,2,1,3,5,1,1,4,5,5,1,1,12,0
